"BehaviorSpace results (NetLogo 6.0.4)"
"as4.nlogo"
"experiment"
"01/06/2019 22:49:18:086 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-30","30"
"[run number]","antenna-range","alpha","sensing-range","start_msg_tick","total-nodes","flooding","[step]","msg_reached_goal","number_of_msg_send","number_of_received"
"853","7","1.15","2.4","15","150","true","19","1","27","47"
"856","7","1.15","2.4","15","150","true","18","1","15","34"
"854","7","1.15","2.4","15","150","true","24","1","71","110"
"858","7","1.15","2.4","15","150","true","17","1","12","25"
"859","7","1.15","2.4","15","150","true","18","1","24","44"
"857","7","1.15","2.4","15","150","true","25","1","91","143"
"861","7","1.15","2.4","15","150","true","17","1","11","25"
"860","7","1.15","2.4","15","150","true","22","1","74","117"
"863","7","1.15","2.4","15","150","true","16","0","1","1"
"862","7","1.15","2.4","15","150","true","24","1","80","120"
"865","7","1.15","2.4","15","150","true","23","1","59","93"
"866","7","1.15","2.4","15","150","true","22","1","69","113"
"864","7","1.15","2.4","15","150","true","23","1","69","110"
"868","7","1.15","2.4","15","150","true","20","1","31","50"
"870","7","1.15","2.4","15","150","true","20","1","55","95"
"867","7","1.15","2.4","15","150","true","25","1","107","148"
"871","7","1.15","2.4","15","150","true","19","1","40","75"
"869","7","1.15","2.4","15","150","true","24","1","87","136"
"872","7","1.15","2.4","15","150","true","19","1","38","65"
"873","7","1.15","2.4","15","150","true","23","1","74","114"
"874","7","1.15","2.4","15","150","true","23","1","38","67"
"877","7","1.15","2.4","15","150","true","22","1","77","118"
"878","7","1.15","2.4","15","150","true","18","0","4","5"
"876","7","1.15","2.4","15","150","true","22","1","70","108"
"880","7","1.15","2.4","15","150","true","20","1","39","74"
"875","7","1.15","2.4","15","150","true","39","0","105","146"
"881","7","1.15","2.4","15","150","true","17","1","7","13"
"882","7","1.15","2.4","15","150","true","20","1","42","72"
"883","7","1.15","2.4","15","150","true","19","1","25","43"
"887","7","1.15","2.4","15","150","true","16","0","1","1"
"884","7","1.15","2.4","15","150","true","18","1","25","53"
"879","7","1.15","2.4","15","150","true","25","1","73","111"
"885","7","1.15","2.4","15","150","true","20","1","43","79"
"886","7","1.15","2.4","15","150","true","19","1","18","36"
"888","7","1.15","2.4","15","150","true","24","1","78","129"
"889","7","1.15","2.4","15","150","true","23","1","65","103"
"891","7","1.15","2.4","15","150","true","18","1","14","32"
"890","7","1.15","2.4","15","150","true","20","1","32","65"
"892","7","1.15","2.4","15","150","true","19","1","20","42"
"893","7","1.15","2.4","15","150","true","18","1","22","47"
"896","7","1.15","2.4","15","150","true","21","1","49","89"
"894","7","1.15","2.4","15","150","true","25","1","67","118"
"895","7","1.15","2.4","15","150","true","23","1","71","121"
"899","7","1.15","2.4","15","150","true","15","1","1","6"
"897","7","1.15","2.4","15","150","true","24","0","29","50"
"898","7","1.15","2.4","15","150","true","21","1","58","116"
"903","7","1.15","2.7","15","150","true","16","1","6","16"
"900","7","1.15","2.4","15","150","true","23","1","32","56"
"904","7","1.15","2.7","15","150","true","19","1","20","46"
"902","7","1.15","2.7","15","150","true","29","1","81","143"
"905","7","1.15","2.7","15","150","true","23","1","67","122"
"901","7","1.15","2.7","15","150","true","24","1","83","139"
"907","7","1.15","2.7","15","150","true","26","1","58","104"
"906","7","1.15","2.7","15","150","true","19","1","18","37"
"909","7","1.15","2.7","15","150","true","17","1","17","35"
"910","7","1.15","2.7","15","150","true","22","1","25","52"
"914","7","1.15","2.7","15","150","true","16","1","5","18"
"911","7","1.15","2.7","15","150","true","26","1","73","130"
"912","7","1.15","2.7","15","150","true","21","1","52","96"
"915","7","1.15","2.7","15","150","true","20","1","34","66"
"908","7","1.15","2.7","15","150","true","39","1","73","125"
"913","7","1.15","2.7","15","150","true","25","1","83","143"
"917","7","1.15","2.7","15","150","true","19","1","13","27"
"918","7","1.15","2.7","15","150","true","18","1","10","22"
"916","7","1.15","2.7","15","150","true","25","1","73","124"
"919","7","1.15","2.7","15","150","true","20","1","40","79"
"921","7","1.15","2.7","15","150","true","16","0","1","3"
"922","7","1.15","2.7","15","150","true","20","1","34","82"
"920","7","1.15","2.7","15","150","true","29","1","52","103"
"923","7","1.15","2.7","15","150","true","16","1","6","16"
"924","7","1.15","2.7","15","150","true","16","1","4","18"
"925","7","1.15","2.7","15","150","true","23","1","74","135"
"928","7","1.15","2.7","15","150","true","15","1","1","6"
"927","7","1.15","2.7","15","150","true","22","1","56","114"
"926","7","1.15","2.7","15","150","true","25","1","71","126"
"929","7","1.15","2.7","15","150","true","18","0","4","9"
"930","7","1.15","2.7","15","150","true","20","1","23","59"
"932","7","1.15","2.7","15","150","true","21","1","22","41"
"935","7","1.15","2.7","15","150","true","20","1","31","57"
"933","7","1.15","2.7","15","150","true","25","1","39","67"
"936","7","1.15","2.7","15","150","true","15","1","1","8"
"937","7","1.15","2.7","15","150","true","17","1","15","39"
"934","7","1.15","2.7","15","150","true","25","1","67","125"
"931","7","1.15","2.7","15","150","true","27","1","89","134"
"938","7","1.15","2.7","15","150","true","17","1","7","24"
"940","7","1.15","2.7","15","150","true","16","1","6","17"
"939","7","1.15","2.7","15","150","true","22","1","48","94"
"941","7","1.15","2.7","15","150","true","20","1","28","55"
"944","7","1.15","2.7","15","150","true","18","1","11","33"
"943","7","1.15","2.7","15","150","true","21","1","36","72"
"942","7","1.15","2.7","15","150","true","26","1","68","112"
"945","7","1.15","2.7","15","150","true","21","1","43","83"
"946","7","1.15","2.7","15","150","true","26","1","79","136"
"947","7","1.15","2.7","15","150","true","20","1","21","34"
"949","7","1.15","2.7","15","150","true","22","1","39","85"
"948","7","1.15","2.7","15","150","true","24","1","67","117"
"950","7","1.15","2.7","15","150","true","19","1","21","55"
"952","7","1.15","2.7","15","150","true","18","1","20","46"
"954","7","1.15","2.7","15","150","true","15","1","1","5"
"955","7","1.15","2.7","15","150","true","23","1","46","87"
"951","7","1.15","2.7","15","150","true","29","1","46","83"
"956","7","1.15","2.7","15","150","true","23","1","64","121"
"953","7","1.15","2.7","15","150","true","23","1","66","124"
"958","7","1.15","2.7","15","150","true","20","1","32","73"
"957","7","1.15","2.7","15","150","true","22","1","43","90"
"960","7","1.15","2.7","15","150","true","20","1","11","31"
"961","7","1.15","2.7","15","150","true","20","1","40","87"
"963","7","1.15","2.7","15","150","true","17","1","9","25"
"959","7","1.15","2.7","15","150","true","26","1","80","124"
"964","7","1.15","2.7","15","150","true","19","0","4","10"
"962","7","1.15","2.7","15","150","true","27","1","82","144"
"967","7","1.15","2.7","15","150","true","21","1","55","93"
"966","7","1.15","2.7","15","150","true","26","1","78","134"
"965","7","1.15","2.7","15","150","true","29","0","88","143"
"968","7","1.15","2.7","15","150","true","18","1","15","31"
"969","7","1.15","2.7","15","150","true","24","1","58","112"
"970","7","1.15","2.7","15","150","true","24","1","58","97"
"972","7","1.15","2.7","15","150","true","21","1","59","109"
"974","7","1.15","2.7","15","150","true","19","1","22","42"
"973","7","1.15","2.7","15","150","true","22","1","45","89"
"971","7","1.15","2.7","15","150","true","26","1","91","145"
"975","7","1.15","2.7","15","150","true","27","1","57","101"
"976","7","1.15","2.7","15","150","true","29","1","88","137"
"977","7","1.15","2.7","15","150","true","24","1","78","127"
"981","7","1.15","2.7","15","150","true","19","0","6","8"
"979","7","1.15","2.7","15","150","true","22","1","64","112"
"978","7","1.15","2.7","15","150","true","25","1","89","141"
"980","7","1.15","2.7","15","150","true","25","1","86","138"
"984","7","1.15","2.7","15","150","true","19","1","12","29"
"985","7","1.15","2.7","15","150","true","17","0","6","8"
"982","7","1.15","2.7","15","150","true","24","1","56","99"
"983","7","1.15","2.7","15","150","true","27","1","74","135"
"986","7","1.15","2.7","15","150","true","21","1","73","113"
"987","7","1.15","2.7","15","150","true","20","1","37","75"
"988","7","1.15","2.7","15","150","true","22","1","46","98"
"991","7","1.15","2.7","15","150","true","22","1","41","74"
"989","7","1.15","2.7","15","150","true","25","1","86","138"
"993","7","1.15","2.7","15","150","true","21","1","53","101"
"990","7","1.15","2.7","15","150","true","26","1","89","148"
"992","7","1.15","2.7","15","150","true","20","1","26","54"
"994","7","1.15","2.7","15","150","true","23","1","62","109"
"995","7","1.15","2.7","15","150","true","25","1","60","113"
"997","7","1.15","2.7","15","150","true","16","1","5","16"
"999","7","1.15","2.7","15","150","true","18","1","7","18"
"996","7","1.15","2.7","15","150","true","24","1","57","100"
"1000","7","1.15","2.7","15","150","true","27","1","62","120"
"998","7","1.15","2.7","15","150","true","23","1","84","141"
"1001","7","1.15","3","15","150","true","17","1","7","25"
"1002","7","1.15","3","15","150","true","19","1","17","38"
"1003","7","1.15","3","15","150","true","15","1","1","7"
"1004","7","1.15","3","15","150","true","19","1","28","66"
"1005","7","1.15","3","15","150","true","17","1","7","16"
"1006","7","1.15","3","15","150","true","21","1","53","112"
"1007","7","1.15","3","15","150","true","24","1","74","133"
"1008","7","1.15","3","15","150","true","18","0","3","6"
"1012","7","1.15","3","15","150","true","15","1","1","6"
"1009","7","1.15","3","15","150","true","20","1","26","61"
"1011","7","1.15","3","15","150","true","22","1","21","41"
"1010","7","1.15","3","15","150","true","24","1","55","109"
"1013","7","1.15","3","15","150","true","25","1","71","128"
"1015","7","1.15","3","15","150","true","20","1","28","61"
"1017","7","1.15","3","15","150","true","16","1","4","9"
"1016","7","1.15","3","15","150","true","21","1","31","84"
"1014","7","1.15","3","15","150","true","24","1","59","118"
"1019","7","1.15","3","15","150","true","22","1","64","115"
"1020","7","1.15","3","15","150","true","31","0","58","106"
"1021","7","1.15","3","15","150","true","15","1","1","8"
"1022","7","1.15","3","15","150","true","16","1","5","18"
"1018","7","1.15","3","15","150","true","30","1","86","147"
"1023","7","1.15","3","15","150","true","26","0","40","66"
"1024","7","1.15","3","15","150","true","25","0","20","35"
"1025","7","1.15","3","15","150","true","27","1","51","100"
"1027","7","1.15","3","15","150","true","16","0","1","2"
"1028","7","1.15","3","15","150","true","17","1","10","33"
"1029","7","1.15","3","15","150","true","26","1","31","72"
"1026","7","1.15","3","15","150","true","31","1","44","95"
"1030","7","1.15","3","15","150","true","16","1","5","22"
"1033","7","1.15","3","15","150","true","20","1","15","28"
"1031","7","1.15","3","15","150","true","24","1","48","100"
"1034","7","1.15","3","15","150","true","20","1","19","47"
"1035","7","1.15","3","15","150","true","24","0","26","47"
"1032","7","1.15","3","15","150","true","31","1","73","128"
"1036","7","1.15","3","15","150","true","26","1","35","73"
"1037","7","1.15","3","15","150","true","20","1","27","66"
"1042","7","1.15","3","15","150","true","15","1","1","4"
"1043","7","1.15","3","15","150","true","16","1","4","17"
"1041","7","1.15","3","15","150","true","23","1","26","62"
"1039","7","1.15","3","15","150","true","22","0","7","12"
"1040","7","1.15","3","15","150","true","25","1","31","69"
"1038","7","1.15","3","15","150","true","25","1","64","121"
"1044","7","1.15","3","15","150","true","22","1","28","70"
"1047","7","1.15","3","15","150","true","17","1","7","18"
"1046","7","1.15","3","15","150","true","20","1","24","52"
"1048","7","1.15","3","15","150","true","20","1","19","47"
"1045","7","1.15","3","15","150","true","29","1","49","90"
"1050","7","1.15","3","15","150","true","22","1","48","91"
"1049","7","1.15","3","15","150","true","27","1","79","136"
"1051","7","1.15","3","15","150","true","21","1","42","86"
"1055","7","1.15","3","15","150","true","15","1","1","7"
"1054","7","1.15","3","15","150","true","16","0","1","3"
"1056","7","1.15","3","15","150","true","22","1","51","108"
"1053","7","1.15","3","15","150","true","31","0","79","137"
"1057","7","1.15","3","15","150","true","22","1","40","80"
"1052","7","1.15","3","15","150","true","38","0","78","138"
"1058","7","1.15","3","15","150","true","20","1","16","43"
"1059","7","1.15","3","15","150","true","18","1","18","40"
"1060","7","1.15","3","15","150","true","28","1","64","128"
"1061","7","1.15","3","15","150","true","26","1","54","102"
"1065","7","1.15","3","15","150","true","17","0","2","2"
"1063","7","1.15","3","15","150","true","30","0","66","125"
"1062","7","1.15","3","15","150","true","32","0","82","137"
"1064","7","1.15","3","15","150","true","31","1","82","139"
"1066","7","1.15","3","15","150","true","27","1","63","117"
"1069","7","1.15","3","15","150","true","15","1","1","4"
"1067","7","1.15","3","15","150","true","24","1","33","69"
"1068","7","1.15","3","15","150","true","27","1","67","131"
"1070","7","1.15","3","15","150","true","26","0","46","86"
"1071","7","1.15","3","15","150","true","17","0","2","1"
"1072","7","1.15","3","15","150","true","17","1","9","27"
"1073","7","1.15","3","15","150","true","21","1","15","33"
"1077","7","1.15","3","15","150","true","25","1","75","133"
"1074","7","1.15","3","15","150","true","31","0","76","134"
"1075","7","1.15","3","15","150","true","28","1","61","116"
"1078","7","1.15","3","15","150","true","23","1","32","62"
"1076","7","1.15","3","15","150","true","17","1","6","19"
"1080","7","1.15","3","15","150","true","18","0","3","6"
"1079","7","1.15","3","15","150","true","28","1","61","122"
"1081","7","1.15","3","15","150","true","27","0","37","65"
"1084","7","1.15","3","15","150","true","16","0","1","1"
"1083","7","1.15","3","15","150","true","21","1","39","72"
"1082","7","1.15","3","15","150","true","27","0","28","50"
"1085","7","1.15","3","15","150","true","26","1","60","118"
"1088","7","1.15","3","15","150","true","20","1","22","49"
"1087","7","1.15","3","15","150","true","23","1","36","79"
"1089","7","1.15","3","15","150","true","22","1","49","98"
"1086","7","1.15","3","15","150","true","30","0","56","106"
"1091","7","1.15","3","15","150","true","19","1","20","43"
"1093","7","1.15","3","15","150","true","17","1","5","14"
"1090","7","1.15","3","15","150","true","27","0","24","48"
"1095","7","1.15","3","15","150","true","17","1","9","24"
"1092","7","1.15","3","15","150","true","31","1","64","123"
"1094","7","1.15","3","15","150","true","24","1","70","138"
"1096","7","1.15","3","15","150","true","17","1","9","24"
"1097","7","1.15","3","15","150","true","19","1","23","49"
"1100","7","1.15","3","15","150","true","22","1","36","87"
"1099","7","1.15","3","15","150","true","26","1","41","82"
"1098","7","1.15","3","15","150","true","24","1","82","140"
"1104","7","1.15","3.3","15","150","true","15","1","1","14"
"1103","7","1.15","3.3","15","150","true","24","1","34","73"
"1101","7","1.15","3.3","15","150","true","30","1","65","122"
"1102","7","1.15","3.3","15","150","true","31","1","37","81"
"1107","7","1.15","3.3","15","150","true","15","1","1","7"
"1108","7","1.15","3.3","15","150","true","20","1","13","32"
"1106","7","1.15","3.3","15","150","true","26","0","15","33"
"1105","7","1.15","3.3","15","150","true","30","1","40","89"
"1111","7","1.15","3.3","15","150","true","20","1","21","52"
"1110","7","1.15","3.3","15","150","true","24","1","40","91"
"1109","7","1.15","3.3","15","150","true","36","0","56","117"
"1112","7","1.15","3.3","15","150","true","21","1","23","55"
"1113","7","1.15","3.3","15","150","true","21","0","16","30"
"1117","7","1.15","3.3","15","150","true","19","1","18","48"
"1114","7","1.15","3.3","15","150","true","21","1","33","73"
"1118","7","1.15","3.3","15","150","true","19","0","6","12"
"1119","7","1.15","3.3","15","150","true","15","1","1","2"
"1115","7","1.15","3.3","15","150","true","31","0","62","117"
"1120","7","1.15","3.3","15","150","true","18","1","10","26"
"1116","7","1.15","3.3","15","150","true","23","1","34","72"
"1121","7","1.15","3.3","15","150","true","24","0","17","43"
"1122","7","1.15","3.3","15","150","true","15","1","1","4"
"1124","7","1.15","3.3","15","150","true","18","1","11","35"
"1125","7","1.15","3.3","15","150","true","17","0","2","4"
"1123","7","1.15","3.3","15","150","true","17","1","8","21"
"1126","7","1.15","3.3","15","150","true","18","1","10","32"
"1127","7","1.15","3.3","15","150","true","30","1","57","124"
"1128","7","1.15","3.3","15","150","true","18","1","8","19"
"1132","7","1.15","3.3","15","150","true","16","1","2","7"
"1130","7","1.15","3.3","15","150","true","17","1","10","34"
"1133","7","1.15","3.3","15","150","true","16","1","3","8"
"1129","7","1.15","3.3","15","150","true","25","1","30","65"
"1131","7","1.15","3.3","15","150","true","22","1","45","92"
"1134","7","1.15","3.3","15","150","true","22","0","16","33"
"1135","7","1.15","3.3","15","150","true","17","1","8","21"
"1139","7","1.15","3.3","15","150","true","17","1","8","27"
"1136","7","1.15","3.3","15","150","true","17","0","2","3"
"1141","7","1.15","3.3","15","150","true","17","1","6","18"
"1142","7","1.15","3.3","15","150","true","15","1","1","8"
"1138","7","1.15","3.3","15","150","true","25","1","59","113"
"1140","7","1.15","3.3","15","150","true","30","0","28","56"
"1137","7","1.15","3.3","15","150","true","35","0","49","98"
"1143","7","1.15","3.3","15","150","true","25","0","12","22"
"1146","7","1.15","3.3","15","150","true","17","1","8","15"
"1144","7","1.15","3.3","15","150","true","20","0","7","20"
"1147","7","1.15","3.3","15","150","true","16","0","1","0"
"1145","7","1.15","3.3","15","150","true","17","0","2","3"
"1150","7","1.15","3.3","15","150","true","16","0","1","2"
"1149","7","1.15","3.3","15","150","true","20","0","8","16"
"1148","7","1.15","3.3","15","150","true","22","1","47","105"
"1151","7","1.15","3.3","15","150","true","18","1","14","36"
"1152","7","1.15","3.3","15","150","true","16","1","6","12"
"1156","7","1.15","3.3","15","150","true","15","1","1","7"
"1155","7","1.15","3.3","15","150","true","15","1","1","5"
"1158","7","1.15","3.3","15","150","true","16","1","3","3"
"1157","7","1.15","3.3","15","150","true","22","1","48","110"
"1159","7","1.15","3.3","15","150","true","18","1","13","34"
"1153","7","1.15","3.3","15","150","true","25","1","60","117"
"1160","7","1.15","3.3","15","150","true","18","1","17","32"
"1154","7","1.15","3.3","15","150","true","34","0","71","134"
"1161","7","1.15","3.3","15","150","true","16","1","4","14"
"1166","7","1.15","3.3","15","150","true","16","0","1","2"
"1162","7","1.15","3.3","15","150","true","23","1","24","48"
"1169","7","1.15","3.3","15","150","true","15","1","1","7"
"1165","7","1.15","3.3","15","150","true","24","1","43","101"
"1168","7","1.15","3.3","15","150","true","21","1","28","58"
"1163","7","1.15","3.3","15","150","true","30","1","43","89"
"1164","7","1.15","3.3","15","150","true","35","1","50","104"
"1167","7","1.15","3.3","15","150","true","28","1","62","126"
"1170","7","1.15","3.3","15","150","true","21","1","27","67"
"1172","7","1.15","3.3","15","150","true","19","1","25","63"
"1171","7","1.15","3.3","15","150","true","28","1","47","97"
"1175","7","1.15","3.3","15","150","true","18","1","13","37"
"1173","7","1.15","3.3","15","150","true","31","0","36","86"
"1174","7","1.15","3.3","15","150","true","32","0","45","95"
"1179","7","1.15","3.3","15","150","true","18","1","11","27"
"1176","7","1.15","3.3","15","150","true","29","0","49","99"
"1178","7","1.15","3.3","15","150","true","24","1","49","100"
"1177","7","1.15","3.3","15","150","true","27","1","47","96"
"1181","7","1.15","3.3","15","150","true","15","1","1","1"
"1182","7","1.15","3.3","15","150","true","15","1","1","9"
"1180","7","1.15","3.3","15","150","true","19","1","13","36"
"1183","7","1.15","3.3","15","150","true","19","0","9","23"
"1185","7","1.15","3.3","15","150","true","28","1","54","121"
"1184","7","1.15","3.3","15","150","true","27","0","58","115"
"1186","7","1.15","3.3","15","150","true","29","0","79","143"
"1188","7","1.15","3.3","15","150","true","23","0","17","37"
"1187","7","1.15","3.3","15","150","true","28","1","53","115"
"1192","7","1.15","3.3","15","150","true","18","0","10","17"
"1191","7","1.15","3.3","15","150","true","23","1","52","113"
"1194","7","1.15","3.3","15","150","true","18","0","3","4"
"1190","7","1.15","3.3","15","150","true","25","1","56","118"
"1193","7","1.15","3.3","15","150","true","29","0","37","85"
"1189","7","1.15","3.3","15","150","true","32","0","32","75"
"1196","7","1.15","3.3","15","150","true","16","1","4","15"
"1195","7","1.15","3.3","15","150","true","28","1","47","88"
"1197","7","1.15","3.3","15","150","true","24","0","18","38"
"1201","7","1.15","3.6","15","150","true","18","0","8","22"
"1198","7","1.15","3.3","15","150","true","24","0","12","26"
"1199","7","1.15","3.3","15","150","true","34","1","57","118"
"1203","7","1.15","3.6","15","150","true","31","0","59","123"
"1202","7","1.15","3.6","15","150","true","26","0","25","59"
"1200","7","1.15","3.3","15","150","true","26","0","33","59"
"1204","7","1.15","3.6","15","150","true","22","0","11","31"
"1206","7","1.15","3.6","15","150","true","17","0","2","5"
"1208","7","1.15","3.6","15","150","true","17","1","6","18"
"1207","7","1.15","3.6","15","150","true","19","0","8","24"
"1205","7","1.15","3.6","15","150","true","34","0","47","97"
"1211","7","1.15","3.6","15","150","true","16","0","1","4"
"1210","7","1.15","3.6","15","150","true","18","0","5","10"
"1214","7","1.15","3.6","15","150","true","17","1","10","28"
"1212","7","1.15","3.6","15","150","true","26","1","24","59"
"1209","7","1.15","3.6","15","150","true","33","1","45","107"
"1213","7","1.15","3.6","15","150","true","31","0","34","78"
"1216","7","1.15","3.6","15","150","true","15","1","1","5"
"1218","7","1.15","3.6","15","150","true","16","1","3","8"
"1215","7","1.15","3.6","15","150","true","35","0","36","81"
"1222","7","1.15","3.6","15","150","true","16","1","4","17"
"1219","7","1.15","3.6","15","150","true","24","1","32","75"
"1221","7","1.15","3.6","15","150","true","20","0","6","14"
"1217","7","1.15","3.6","15","150","true","23","1","28","69"
"1220","7","1.15","3.6","15","150","true","24","0","11","30"
"1223","7","1.15","3.6","15","150","true","23","0","26","57"
"1224","7","1.15","3.6","15","150","true","23","0","15","38"
"1225","7","1.15","3.6","15","150","true","24","0","21","53"
"1227","7","1.15","3.6","15","150","true","19","1","9","26"
"1230","7","1.15","3.6","15","150","true","18","0","4","8"
"1226","7","1.15","3.6","15","150","true","23","1","32","71"
"1231","7","1.15","3.6","15","150","true","19","0","5","8"
"1229","7","1.15","3.6","15","150","true","19","1","22","57"
"1228","7","1.15","3.6","15","150","true","30","0","25","67"
"1233","7","1.15","3.6","15","150","true","17","0","3","8"
"1232","7","1.15","3.6","15","150","true","26","0","30","71"
"1235","7","1.15","3.6","15","150","true","21","1","25","59"
"1239","7","1.15","3.6","15","150","true","20","0","15","33"
"1237","7","1.15","3.6","15","150","true","23","1","17","45"
"1234","7","1.15","3.6","15","150","true","30","0","37","90"
"1240","7","1.15","3.6","15","150","true","20","0","9","19"
"1236","7","1.15","3.6","15","150","true","29","1","40","95"
"1238","7","1.15","3.6","15","150","true","30","0","34","75"
"1243","7","1.15","3.6","15","150","true","16","0","1","4"
"1245","7","1.15","3.6","15","150","true","18","0","3","11"
"1242","7","1.15","3.6","15","150","true","26","1","22","55"
"1246","7","1.15","3.6","15","150","true","22","0","17","35"
"1247","7","1.15","3.6","15","150","true","20","0","6","19"
"1241","7","1.15","3.6","15","150","true","31","1","29","62"
"1249","7","1.15","3.6","15","150","true","18","0","6","22"
"1250","7","1.15","3.6","15","150","true","16","0","1","4"
"1244","7","1.15","3.6","15","150","true","43","0","59","131"
"1248","7","1.15","3.6","15","150","true","20","1","9","26"
"1251","7","1.15","3.6","15","150","true","20","0","9","27"
"1252","7","1.15","3.6","15","150","true","16","1","3","14"
"1254","7","1.15","3.6","15","150","true","18","0","3","7"
"1255","7","1.15","3.6","15","150","true","17","0","3","6"
"1257","7","1.15","3.6","15","150","true","17","0","2","7"
"1253","7","1.15","3.6","15","150","true","23","0","26","47"
"1259","7","1.15","3.6","15","150","true","21","1","11","25"
"1256","7","1.15","3.6","15","150","true","23","0","15","32"
"1258","7","1.15","3.6","15","150","true","18","0","3","6"
"1263","7","1.15","3.6","15","150","true","16","0","1","0"
"1260","7","1.15","3.6","15","150","true","34","0","55","127"
"1266","7","1.15","3.6","15","150","true","19","0","10","20"
"1265","7","1.15","3.6","15","150","true","18","0","7","19"
"1262","7","1.15","3.6","15","150","true","30","0","37","85"
"1261","7","1.15","3.6","15","150","true","36","0","64","132"
"1267","7","1.15","3.6","15","150","true","28","1","35","85"
"1264","7","1.15","3.6","15","150","true","31","1","61","137"
"1270","7","1.15","3.6","15","150","true","18","0","3","8"
"1268","7","1.15","3.6","15","150","true","24","1","25","68"
"1269","7","1.15","3.6","15","150","true","27","0","59","126"
"1272","7","1.15","3.6","15","150","true","21","1","10","35"
"1271","7","1.15","3.6","15","150","true","24","1","20","47"
"1273","7","1.15","3.6","15","150","true","20","0","6","15"
"1274","7","1.15","3.6","15","150","true","16","0","1","5"
"1276","7","1.15","3.6","15","150","true","19","0","6","16"
"1278","7","1.15","3.6","15","150","true","17","0","2","3"
"1275","7","1.15","3.6","15","150","true","25","0","30","61"
"1280","7","1.15","3.6","15","150","true","17","0","2","6"
"1279","7","1.15","3.6","15","150","true","24","0","17","34"
"1281","7","1.15","3.6","15","150","true","19","0","5","21"
"1277","7","1.15","3.6","15","150","true","40","0","50","109"
"1285","7","1.15","3.6","15","150","true","22","1","12","32"
"1284","7","1.15","3.6","15","150","true","17","0","4","11"
"1283","7","1.15","3.6","15","150","true","26","0","30","71"
"1286","7","1.15","3.6","15","150","true","18","1","13","41"
"1282","7","1.15","3.6","15","150","true","27","0","27","63"
"1287","7","1.15","3.6","15","150","true","22","0","10","28"
"1288","7","1.15","3.6","15","150","true","22","1","43","106"
"1289","7","1.15","3.6","15","150","true","18","0","6","14"
"1290","7","1.15","3.6","15","150","true","17","0","2","5"
"1292","7","1.15","3.6","15","150","true","21","1","28","67"
"1293","7","1.15","3.6","15","150","true","20","1","18","51"
"1297","7","1.15","3.6","15","150","true","16","0","1","6"
"1294","7","1.15","3.6","15","150","true","17","0","2","3"
"1298","7","1.15","3.6","15","150","true","18","0","4","12"
"1291","7","1.15","3.6","15","150","true","34","1","47","108"
"1296","7","1.15","3.6","15","150","true","18","1","13","33"
"1299","7","1.15","3.6","15","150","true","20","0","8","26"
"1300","7","1.15","3.6","15","150","true","19","0","9","18"
"1295","7","1.15","3.6","15","150","true","43","0","52","116"
"1301","7","1.15","3.9","15","150","true","20","0","6","14"
"1304","7","1.15","3.9","15","150","true","16","1","3","15"
"1303","7","1.15","3.9","15","150","true","24","0","13","39"
"1305","7","1.15","3.9","15","150","true","18","0","4","14"
"1302","7","1.15","3.9","15","150","true","23","1","22","55"
"1306","7","1.15","3.9","15","150","true","22","0","9","33"
"1309","7","1.15","3.9","15","150","true","16","0","1","6"
"1308","7","1.15","3.9","15","150","true","17","0","2","4"
"1307","7","1.15","3.9","15","150","true","23","1","16","44"
"1311","7","1.15","3.9","15","150","true","16","1","3","9"
"1310","7","1.15","3.9","15","150","true","19","0","8","19"
"1312","7","1.15","3.9","15","150","true","15","1","1","3"
"1314","7","1.15","3.9","15","150","true","19","0","8","23"
"1313","7","1.15","3.9","15","150","true","18","0","5","13"
"1315","7","1.15","3.9","15","150","true","16","0","1","5"
"1316","7","1.15","3.9","15","150","true","17","0","2","4"
"1318","7","1.15","3.9","15","150","true","18","1","12","38"
"1319","7","1.15","3.9","15","150","true","20","0","7","22"
"1317","7","1.15","3.9","15","150","true","31","0","31","80"
"1320","7","1.15","3.9","15","150","true","19","0","5","16"
"1321","7","1.15","3.9","15","150","true","17","0","2","8"
"1325","7","1.15","3.9","15","150","true","18","0","3","11"
"1323","7","1.15","3.9","15","150","true","19","0","8","21"
"1324","7","1.15","3.9","15","150","true","25","0","22","59"
"1326","7","1.15","3.9","15","150","true","21","0","12","19"
"1322","7","1.15","3.9","15","150","true","22","0","8","26"
"1329","7","1.15","3.9","15","150","true","20","0","12","36"
"1328","7","1.15","3.9","15","150","true","18","0","6","17"
"1330","7","1.15","3.9","15","150","true","17","0","2","7"
"1327","7","1.15","3.9","15","150","true","30","1","47","115"
"1332","7","1.15","3.9","15","150","true","19","1","14","43"
"1333","7","1.15","3.9","15","150","true","17","0","2","4"
"1331","7","1.15","3.9","15","150","true","32","0","41","89"
"1336","7","1.15","3.9","15","150","true","17","0","2","4"
"1334","7","1.15","3.9","15","150","true","17","0","2","4"
"1335","7","1.15","3.9","15","150","true","18","1","6","21"
"1338","7","1.15","3.9","15","150","true","19","0","4","16"
"1339","7","1.15","3.9","15","150","true","18","0","4","5"
"1337","7","1.15","3.9","15","150","true","27","1","15","56"
"1340","7","1.15","3.9","15","150","true","17","0","2","3"
"1341","7","1.15","3.9","15","150","true","16","0","1","4"
