"BehaviorSpace results (NetLogo 6.0.4)"
"Übung04.nlogo"
"experiment"
"12/10/2018 14:18:36:871 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","antenna_dB","probing_range","relay-only","sensing_range","total_nodes","start-msg-tick","[step]","msg_reached_goal","number_of_msg_send","number_of_received"
"507","7","0.25","true","7","150","13","29","1","116","1001"
"508","7","0.25","true","7","150","13","26","1","115","1035"
"509","7","0.25","true","7","150","13","28","1","117","998"
"510","7","0.25","true","7","150","13","33","1","112","945"
"511","7","0.25","true","7","150","13","28","0","114","988"
"512","7","0.25","true","7","150","13","26","1","117","1064"
"513","7","0.25","true","7","150","13","28","1","116","1067"
"514","7","0.25","true","7","150","13","28","1","110","984"
"515","7","0.25","true","7","150","13","27","1","123","992"
"516","7","0.25","true","7","150","13","27","1","104","960"
"517","7","0.25","true","7","150","13","27","1","118","1064"
"519","7","0.25","true","7","150","13","25","1","119","1082"
"521","7","0.25","true","7","150","13","27","1","115","1065"
"520","7","0.25","true","7","150","13","27","1","117","1019"
"518","7","0.25","true","7","150","13","25","1","109","951"
"522","7","0.25","true","7","150","13","28","1","113","1049"
"524","7","0.25","true","7","150","13","27","1","115","1048"
"523","7","0.25","true","7","150","13","27","1","118","1038"
"526","7","0.25","true","7","150","13","28","1","116","1062"
"525","7","0.25","true","7","150","13","26","1","113","976"
"527","7","0.25","true","7","150","13","27","1","116","1042"
"528","7","0.25","true","7","150","13","26","1","120","1071"
"529","7","0.25","true","7","150","13","29","1","106","963"
"530","7","0.25","true","7","150","13","26","1","121","1005"
"531","7","0.25","true","7","150","13","27","1","108","933"
"532","7","0.25","true","7","150","13","30","1","117","1013"
"533","7","0.25","true","7","150","13","28","1","121","1025"
"536","7","0.25","true","7","150","13","26","1","126","1075"
"535","7","0.25","true","7","150","13","27","1","114","1018"
"534","7","0.25","true","7","150","13","26","0","111","1004"
"537","7","0.25","true","7","150","13","28","1","119","1104"
"538","7","0.25","true","7","150","13","26","1","115","1044"
"539","7","0.25","true","7","150","13","28","1","119","1016"
"541","7","0.25","true","7","150","13","26","1","113","968"
"542","7","0.25","true","7","150","13","27","1","111","995"
"540","7","0.25","true","7","150","13","26","1","110","974"
"544","7","0.25","true","7","150","13","27","1","110","988"
"543","7","0.25","true","7","150","13","28","1","121","1076"
"545","7","0.25","true","7","150","13","28","1","109","1054"
"546","7","0.25","true","7","150","13","26","1","117","1024"
"547","7","0.25","true","7","150","13","28","1","118","1107"
"548","7","0.25","true","7","150","13","28","1","110","952"
"549","7","0.25","true","7","150","13","27","1","120","1166"
"551","7","0.25","true","7","150","13","26","1","112","999"
"550","7","0.25","true","7","150","13","27","1","116","1092"
"552","7","0.25","true","7","150","13","27","1","117","1021"
"553","7","0.25","true","7","150","13","28","1","117","1110"
"555","7","0.25","true","7","150","13","25","1","116","1003"
"554","7","0.25","true","7","150","13","27","1","122","1079"
"556","7","0.25","true","7","150","13","26","1","114","1052"
"557","7","0.25","true","7","150","13","28","1","118","1026"
"558","7","0.25","true","7","150","13","28","1","111","1014"
"559","7","0.25","true","7","150","13","27","1","119","1098"
"561","7","0.25","true","7","150","13","26","1","114","1065"
"560","7","0.25","true","7","150","13","34","1","120","1103"
"562","7","0.25","true","7","150","13","27","1","90","744"
"563","7","0.25","true","7","150","13","25","0","113","1016"
"564","7","0.25","true","7","150","13","27","1","116","992"
"565","7","0.25","true","7","150","13","27","1","118","1087"
"566","7","0.25","true","7","150","13","28","1","117","1022"
"567","7","0.25","true","7","150","13","28","1","114","1064"
"569","7","0.25","true","7","150","13","29","1","112","959"
"568","7","0.25","true","7","150","13","29","1","115","960"
"571","7","0.25","true","7","150","13","27","1","118","1067"
"570","7","0.25","true","7","150","13","28","1","112","1002"
"573","7","0.25","true","7","150","13","27","1","121","1137"
"572","7","0.25","true","7","150","13","29","1","114","996"
"574","7","0.25","true","7","150","13","27","1","114","998"
"575","7","0.25","true","7","150","13","26","1","119","1043"
"576","7","0.25","true","7","150","13","30","1","121","1001"
"577","7","0.25","true","7","150","13","27","1","118","1036"
"578","7","0.25","true","7","150","13","27","1","121","1087"
"579","7","0.25","true","7","150","13","27","0","110","976"
"581","7","0.25","true","7","150","13","27","1","118","1005"
"580","7","0.25","true","7","150","13","29","1","112","1021"
"582","7","0.25","true","7","150","13","28","1","112","927"
"585","7","0.25","true","7","150","13","28","1","118","1028"
"584","7","0.25","true","7","150","13","25","1","119","1004"
"583","7","0.25","true","7","150","13","27","1","118","1023"
"586","7","0.25","true","7","150","13","28","1","118","1062"
"587","7","0.25","true","7","150","13","14","0","1","1"
"588","7","0.25","true","7","150","13","29","1","120","1062"
"589","7","0.25","true","7","150","13","31","1","117","985"
"590","7","0.25","true","7","150","13","27","1","112","970"
"591","7","0.25","true","7","150","13","25","1","110","1105"
"592","7","0.25","true","7","150","13","28","0","113","1049"
"594","7","0.25","true","7","150","13","28","1","124","1050"
"593","7","0.25","true","7","150","13","26","1","127","1089"
"595","7","0.25","true","7","150","13","27","1","114","998"
"597","7","0.25","true","7","150","13","26","1","119","976"
"596","7","0.25","true","7","150","13","26","1","117","1085"
"599","7","0.25","true","7","150","13","31","1","116","1015"
"598","7","0.25","true","7","150","13","27","1","113","1020"
"600","7","0.25","true","7","150","13","26","1","117","1076"
"601","7","0.3","true","7","150","13","27","1","101","894"
"602","7","0.3","true","7","150","13","28","1","107","911"
"604","7","0.3","true","7","150","13","27","1","103","882"
"605","7","0.3","true","7","150","13","28","1","101","949"
"603","7","0.3","true","7","150","13","29","1","113","993"
"608","7","0.3","true","7","150","13","27","1","98","834"
"606","7","0.3","true","7","150","13","28","1","102","922"
"607","7","0.3","true","7","150","13","27","1","106","953"
"612","7","0.3","true","7","150","13","16","0","3","17"
"611","7","0.3","true","7","150","13","28","1","115","977"
"610","7","0.3","true","7","150","13","30","1","109","949"
"613","7","0.3","true","7","150","13","27","1","110","972"
"609","7","0.3","true","7","150","13","28","1","111","912"
"615","7","0.3","true","7","150","13","28","1","101","973"
"614","7","0.3","true","7","150","13","27","1","106","929"
"616","7","0.3","true","7","150","13","30","1","106","956"
"618","7","0.3","true","7","150","13","31","1","110","944"
"617","7","0.3","true","7","150","13","26","1","106","936"
"619","7","0.3","true","7","150","13","27","1","104","907"
"620","7","0.3","true","7","150","13","27","1","113","921"
"621","7","0.3","true","7","150","13","28","1","111","1007"
"623","7","0.3","true","7","150","13","28","1","103","907"
"622","7","0.3","true","7","150","13","30","1","105","937"
"624","7","0.3","true","7","150","13","14","0","1","1"
"625","7","0.3","true","7","150","13","16","0","3","9"
"626","7","0.3","true","7","150","13","30","1","108","951"
"629","7","0.3","true","7","150","13","26","1","100","904"
"627","7","0.3","true","7","150","13","26","1","98","919"
"628","7","0.3","true","7","150","13","28","1","102","922"
"630","7","0.3","true","7","150","13","27","1","110","973"
"631","7","0.3","true","7","150","13","31","1","105","880"
"633","7","0.3","true","7","150","13","26","1","106","955"
"632","7","0.3","true","7","150","13","26","1","105","855"
"634","7","0.3","true","7","150","13","28","1","107","943"
"636","7","0.3","true","7","150","13","26","1","121","1069"
"635","7","0.3","true","7","150","13","31","1","104","936"
"637","7","0.3","true","7","150","13","26","1","107","923"
"638","7","0.3","true","7","150","13","25","1","109","1000"
"639","7","0.3","true","7","150","13","28","1","104","908"
"640","7","0.3","true","7","150","13","28","1","111","979"
"642","7","0.3","true","7","150","13","27","1","110","957"
"641","7","0.3","true","7","150","13","27","1","101","952"
"644","7","0.3","true","7","150","13","27","1","102","972"
"643","7","0.3","true","7","150","13","33","1","106","959"
"645","7","0.3","true","7","150","13","29","1","106","1005"
"647","7","0.3","true","7","150","13","16","0","2","5"
"646","7","0.3","true","7","150","13","27","1","107","904"
"648","7","0.3","true","7","150","13","28","1","103","918"
"650","7","0.3","true","7","150","13","28","1","108","901"
"649","7","0.3","true","7","150","13","28","1","104","984"
"651","7","0.3","true","7","150","13","26","1","107","904"
"653","7","0.3","true","7","150","13","27","1","109","951"
"652","7","0.3","true","7","150","13","27","1","107","958"
"654","7","0.3","true","7","150","13","27","1","111","979"
"656","7","0.3","true","7","150","13","27","1","104","935"
"655","7","0.3","true","7","150","13","27","1","105","927"
"657","7","0.3","true","7","150","13","28","1","100","837"
"658","7","0.3","true","7","150","13","28","1","109","990"
"659","7","0.3","true","7","150","13","31","1","101","963"
"662","7","0.3","true","7","150","13","28","1","99","943"
"661","7","0.3","true","7","150","13","29","1","99","915"
"660","7","0.3","true","7","150","13","28","1","108","950"
"664","7","0.3","true","7","150","13","27","1","110","1001"
"663","7","0.3","true","7","150","13","32","1","97","871"
"665","7","0.3","true","7","150","13","27","0","104","894"
"666","7","0.3","true","7","150","13","28","1","104","943"
"667","7","0.3","true","7","150","13","26","1","110","979"
"668","7","0.3","true","7","150","13","28","1","112","931"
"672","7","0.3","true","7","150","13","28","1","98","934"
"671","7","0.3","true","7","150","13","28","1","104","892"
"669","7","0.3","true","7","150","13","27","1","102","851"
"670","7","0.3","true","7","150","13","28","1","103","977"
"674","7","0.3","true","7","150","13","30","1","109","961"
"675","7","0.3","true","7","150","13","29","1","104","927"
"673","7","0.3","true","7","150","13","27","1","109","1002"
"676","7","0.3","true","7","150","13","28","1","112","997"
"677","7","0.3","true","7","150","13","28","1","99","860"
"678","7","0.3","true","7","150","13","26","1","111","942"
"681","7","0.3","true","7","150","13","28","1","102","903"
"682","7","0.3","true","7","150","13","28","1","102","858"
"679","7","0.3","true","7","150","13","27","1","111","975"
"680","7","0.3","true","7","150","13","28","1","104","940"
"683","7","0.3","true","7","150","13","28","1","99","944"
"684","7","0.3","true","7","150","13","29","1","100","894"
"685","7","0.3","true","7","150","13","28","1","102","869"
"687","7","0.3","true","7","150","13","28","1","112","968"
"688","7","0.3","true","7","150","13","29","1","115","1007"
"686","7","0.3","true","7","150","13","36","1","105","896"
"689","7","0.3","true","7","150","13","28","1","106","976"
"690","7","0.3","true","7","150","13","26","1","105","939"
"691","7","0.3","true","7","150","13","25","1","106","946"
"693","7","0.3","true","7","150","13","26","1","102","1017"
"692","7","0.3","true","7","150","13","27","1","110","981"
"694","7","0.3","true","7","150","13","28","1","105","951"
"695","7","0.3","true","7","150","13","27","1","103","890"
"696","7","0.3","true","7","150","13","26","1","100","874"
"697","7","0.3","true","7","150","13","26","1","110","986"
"700","7","0.3","true","7","150","13","27","1","102","837"
"698","7","0.3","true","7","150","13","26","1","105","978"
"699","7","0.3","true","7","150","13","25","1","104","979"
"703","7","0.35","true","7","150","13","27","1","99","893"
"702","7","0.35","true","7","150","13","28","1","103","919"
"701","7","0.35","true","7","150","13","27","1","95","829"
"704","7","0.35","true","7","150","13","28","1","97","881"
"705","7","0.35","true","7","150","13","27","1","96","870"
"708","7","0.35","true","7","150","13","17","0","3","19"
"706","7","0.35","true","7","150","13","27","1","92","811"
"709","7","0.35","true","7","150","13","27","1","104","905"
"707","7","0.35","true","7","150","13","27","1","100","930"
"710","7","0.35","true","7","150","13","27","0","93","861"
"711","7","0.35","true","7","150","13","28","1","92","912"
"712","7","0.35","true","7","150","13","28","1","101","838"
"714","7","0.35","true","7","150","13","26","1","97","816"
"713","7","0.35","true","7","150","13","29","1","93","807"
"715","7","0.35","true","7","150","13","27","1","96","838"
"716","7","0.35","true","7","150","13","27","1","96","930"
"717","7","0.35","true","7","150","13","29","1","94","832"
"719","7","0.35","true","7","150","13","28","1","98","840"
"721","7","0.35","true","7","150","13","26","1","101","849"
"720","7","0.35","true","7","150","13","25","1","102","900"
"718","7","0.35","true","7","150","13","27","1","93","860"
"722","7","0.35","true","7","150","13","29","1","91","769"
"723","7","0.35","true","7","150","13","27","1","98","830"
"724","7","0.35","true","7","150","13","27","1","110","961"
"725","7","0.35","true","7","150","13","28","1","90","753"
"727","7","0.35","true","7","150","13","27","1","92","869"
"726","7","0.35","true","7","150","13","27","1","103","960"
"728","7","0.35","true","7","150","13","30","1","90","816"
"731","7","0.35","true","7","150","13","28","1","91","770"
"730","7","0.35","true","7","150","13","27","1","96","808"
"729","7","0.35","true","7","150","13","27","1","98","933"
"732","7","0.35","true","7","150","13","26","1","105","856"
"733","7","0.35","true","7","150","13","29","1","94","776"
"734","7","0.35","true","7","150","13","28","1","97","735"
"736","7","0.35","true","7","150","13","26","1","86","793"
"737","7","0.35","true","7","150","13","28","1","101","870"
"735","7","0.35","true","7","150","13","29","1","94","794"
"738","7","0.35","true","7","150","13","32","1","99","849"
"739","7","0.35","true","7","150","13","27","1","86","754"
"741","7","0.35","true","7","150","13","29","1","93","773"
"740","7","0.35","true","7","150","13","28","1","101","866"
"743","7","0.35","true","7","150","13","28","1","95","827"
"742","7","0.35","true","7","150","13","26","1","96","848"
"746","7","0.35","true","7","150","13","20","0","11","85"
"744","7","0.35","true","7","150","13","28","1","92","791"
"745","7","0.35","true","7","150","13","30","1","98","900"
"747","7","0.35","true","7","150","13","28","1","95","739"
"748","7","0.35","true","7","150","13","26","1","99","867"
"750","7","0.35","true","7","150","13","28","1","93","851"
"751","7","0.35","true","7","150","13","27","1","93","794"
"749","7","0.35","true","7","150","13","29","1","99","801"
"752","7","0.35","true","7","150","13","28","1","92","806"
"755","7","0.35","true","7","150","13","27","1","103","877"
"756","7","0.35","true","7","150","13","28","1","100","848"
"753","7","0.35","true","7","150","13","28","1","103","883"
"754","7","0.35","true","7","150","13","32","1","96","801"
"758","7","0.35","true","7","150","13","25","1","83","808"
"759","7","0.35","true","7","150","13","29","1","78","757"
"757","7","0.35","true","7","150","13","28","1","95","816"
"760","7","0.35","true","7","150","13","28","1","89","763"
"761","7","0.35","true","7","150","13","29","1","94","841"
"762","7","0.35","true","7","150","13","34","1","93","881"
"764","7","0.35","true","7","150","13","28","1","99","867"
"763","7","0.35","true","7","150","13","27","1","97","861"
"765","7","0.35","true","7","150","13","28","1","95","823"
"766","7","0.35","true","7","150","13","27","1","94","788"
"769","7","0.35","true","7","150","13","26","1","96","831"
"768","7","0.35","true","7","150","13","26","1","96","862"
"767","7","0.35","true","7","150","13","27","1","94","892"
"770","7","0.35","true","7","150","13","28","1","100","873"
"773","7","0.35","true","7","150","13","27","1","95","892"
"771","7","0.35","true","7","150","13","30","1","84","715"
"772","7","0.35","true","7","150","13","29","1","86","750"
"774","7","0.35","true","7","150","13","28","1","84","804"
"775","7","0.35","true","7","150","13","26","1","94","865"
"776","7","0.35","true","7","150","13","28","1","105","907"
"778","7","0.35","true","7","150","13","28","1","100","843"
"777","7","0.35","true","7","150","13","26","1","82","784"
"779","7","0.35","true","7","150","13","31","1","99","831"
"780","7","0.35","true","7","150","13","29","1","98","876"
"781","7","0.35","true","7","150","13","29","1","94","801"
"783","7","0.35","true","7","150","13","28","1","104","858"
"784","7","0.35","true","7","150","13","28","1","99","872"
"782","7","0.35","true","7","150","13","29","1","87","768"
"785","7","0.35","true","7","150","13","27","0","92","903"
"786","7","0.35","true","7","150","13","27","1","103","891"
"787","7","0.35","true","7","150","13","26","1","102","932"
"789","7","0.35","true","7","150","13","28","1","94","855"
"791","7","0.35","true","7","150","13","28","1","96","953"
"788","7","0.35","true","7","150","13","29","0","85","789"
"790","7","0.35","true","7","150","13","29","1","86","768"
"792","7","0.35","true","7","150","13","28","1","94","762"
"795","7","0.35","true","7","150","13","26","1","98","864"
"793","7","0.35","true","7","150","13","27","1","95","889"
"794","7","0.35","true","7","150","13","27","1","98","909"
"798","7","0.35","true","7","150","13","17","0","5","31"
"796","7","0.35","true","7","150","13","26","1","99","864"
"797","7","0.35","true","7","150","13","28","1","97","800"
"800","7","0.35","true","7","150","13","15","0","2","4"
"801","7","0.4","true","7","150","13","26","1","92","806"
"799","7","0.35","true","7","150","13","31","1","98","817"
"802","7","0.4","true","7","150","13","30","0","83","770"
"804","7","0.4","true","7","150","13","27","1","85","795"
"803","7","0.4","true","7","150","13","27","1","93","821"
"806","7","0.4","true","7","150","13","28","1","83","725"
"805","7","0.4","true","7","150","13","35","1","87","752"
"807","7","0.4","true","7","150","13","28","1","88","787"
"808","7","0.4","true","7","150","13","33","1","80","697"
"809","7","0.4","true","7","150","13","28","1","92","788"
"812","7","0.4","true","7","150","13","28","1","81","703"
"811","7","0.4","true","7","150","13","31","1","82","701"
"810","7","0.4","true","7","150","13","28","1","83","768"
"813","7","0.4","true","7","150","13","29","0","95","856"
"815","7","0.4","true","7","150","13","29","1","83","725"
"814","7","0.4","true","7","150","13","29","1","90","764"
"816","7","0.4","true","7","150","13","28","1","79","658"
"818","7","0.4","true","7","150","13","26","1","85","768"
"817","7","0.4","true","7","150","13","29","1","90","722"
"819","7","0.4","true","7","150","13","28","1","86","749"
"820","7","0.4","true","7","150","13","27","1","89","795"
"822","7","0.4","true","7","150","13","29","1","79","679"
"823","7","0.4","true","7","150","13","27","1","87","791"
"821","7","0.4","true","7","150","13","31","1","93","815"
"824","7","0.4","true","7","150","13","28","1","91","807"
"825","7","0.4","true","7","150","13","28","0","59","589"
"826","7","0.4","true","7","150","13","30","1","79","720"
"827","7","0.4","true","7","150","13","27","1","87","705"
"828","7","0.4","true","7","150","13","17","0","5","30"
"830","7","0.4","true","7","150","13","19","0","13","91"
"831","7","0.4","true","7","150","13","14","0","1","1"
"829","7","0.4","true","7","150","13","28","1","90","809"
"833","7","0.4","true","7","150","13","29","1","85","757"
"834","7","0.4","true","7","150","13","29","1","86","739"
"832","7","0.4","true","7","150","13","28","1","87","741"
"835","7","0.4","true","7","150","13","31","1","80","730"
"836","7","0.4","true","7","150","13","29","1","83","728"
"837","7","0.4","true","7","150","13","29","1","84","745"
"839","7","0.4","true","7","150","13","28","1","77","712"
"838","7","0.4","true","7","150","13","29","1","79","717"
"840","7","0.4","true","7","150","13","30","0","76","690"
"841","7","0.4","true","7","150","13","29","1","95","754"
"842","7","0.4","true","7","150","13","27","1","85","684"
"843","7","0.4","true","7","150","13","27","1","83","721"
"844","7","0.4","true","7","150","13","30","1","86","777"
"846","7","0.4","true","7","150","13","32","0","81","700"
"845","7","0.4","true","7","150","13","33","1","79","673"
"848","7","0.4","true","7","150","13","27","1","84","726"
"847","7","0.4","true","7","150","13","18","0","4","17"
"849","7","0.4","true","7","150","13","26","1","98","793"
"850","7","0.4","true","7","150","13","33","1","82","718"
"851","7","0.4","true","7","150","13","28","1","89","760"
"852","7","0.4","true","7","150","13","26","1","86","772"
"853","7","0.4","true","7","150","13","29","1","68","603"
"854","7","0.4","true","7","150","13","27","1","86","756"
"855","7","0.4","true","7","150","13","28","1","92","791"
"858","7","0.4","true","7","150","13","28","1","81","727"
"857","7","0.4","true","7","150","13","28","1","86","766"
"859","7","0.4","true","7","150","13","29","1","80","731"
"856","7","0.4","true","7","150","13","30","1","84","719"
"860","7","0.4","true","7","150","13","27","1","77","651"
"861","7","0.4","true","7","150","13","27","1","87","753"
"862","7","0.4","true","7","150","13","26","1","84","717"
"863","7","0.4","true","7","150","13","29","1","95","778"
"866","7","0.4","true","7","150","13","29","1","84","733"
"865","7","0.4","true","7","150","13","30","1","90","751"
"867","7","0.4","true","7","150","13","16","0","4","20"
"864","7","0.4","true","7","150","13","31","0","83","737"
"868","7","0.4","true","7","150","13","14","0","1","2"
"869","7","0.4","true","7","150","13","28","1","85","752"
"871","7","0.4","true","7","150","13","27","1","68","610"
"872","7","0.4","true","7","150","13","27","1","87","755"
"870","7","0.4","true","7","150","13","28","1","84","751"
"873","7","0.4","true","7","150","13","15","0","3","9"
"874","7","0.4","true","7","150","13","29","1","92","786"
"875","7","0.4","true","7","150","13","30","1","86","771"
"876","7","0.4","true","7","150","13","27","0","75","716"
"877","7","0.4","true","7","150","13","29","1","83","742"
"878","7","0.4","true","7","150","13","29","1","86","766"
"879","7","0.4","true","7","150","13","30","1","82","695"
"881","7","0.4","true","7","150","13","31","1","85","755"
"883","7","0.4","true","7","150","13","28","1","83","707"
"882","7","0.4","true","7","150","13","35","1","84","762"
"880","7","0.4","true","7","150","13","31","1","84","749"
"884","7","0.4","true","7","150","13","29","1","89","763"
"885","7","0.4","true","7","150","13","28","1","85","679"
"886","7","0.4","true","7","150","13","27","1","87","747"
"888","7","0.4","true","7","150","13","26","1","81","688"
"887","7","0.4","true","7","150","13","29","1","91","757"
"889","7","0.4","true","7","150","13","28","1","76","685"
"890","7","0.4","true","7","150","13","29","1","85","712"
"893","7","0.4","true","7","150","13","28","1","89","779"
"892","7","0.4","true","7","150","13","26","1","84","725"
"894","7","0.4","true","7","150","13","33","1","79","670"
"891","7","0.4","true","7","150","13","31","1","84","720"
"897","7","0.4","true","7","150","13","34","1","85","768"
"895","7","0.4","true","7","150","13","27","1","85","721"
"896","7","0.4","true","7","150","13","28","0","63","552"
"898","7","0.4","true","7","150","13","28","1","85","719"
"899","7","0.4","true","7","150","13","30","1","84","740"
"900","7","0.4","true","7","150","13","29","1","86","718"
"902","7","0.45","true","7","150","13","32","1","80","733"
"901","7","0.45","true","7","150","13","28","1","78","668"
"903","7","0.45","true","7","150","13","28","1","71","647"
"904","7","0.45","true","7","150","13","29","1","79","710"
"905","7","0.45","true","7","150","13","32","0","76","652"
"908","7","0.45","true","7","150","13","15","0","2","12"
"906","7","0.45","true","7","150","13","31","1","84","710"
"909","7","0.45","true","7","150","13","19","0","5","25"
"907","7","0.45","true","7","150","13","26","0","57","527"
"910","7","0.45","true","7","150","13","27","1","75","624"
"913","7","0.45","true","7","150","13","27","1","79","722"
"912","7","0.45","true","7","150","13","28","1","79","657"
"914","7","0.45","true","7","150","13","28","1","74","637"
"911","7","0.45","true","7","150","13","29","1","80","672"
"916","7","0.45","true","7","150","13","14","0","1","1"
"915","7","0.45","true","7","150","13","30","0","73","619"
"919","7","0.45","true","7","150","13","17","0","5","43"
"918","7","0.45","true","7","150","13","15","0","2","9"
"917","7","0.45","true","7","150","13","36","1","81","668"
"920","7","0.45","true","7","150","13","27","1","74","657"
"921","7","0.45","true","7","150","13","28","1","81","686"
"923","7","0.45","true","7","150","13","28","1","84","702"
"922","7","0.45","true","7","150","13","29","1","79","668"
"924","7","0.45","true","7","150","13","26","1","72","611"
"925","7","0.45","true","7","150","13","27","1","83","725"
"928","7","0.45","true","7","150","13","29","1","77","667"
"926","7","0.45","true","7","150","13","28","1","75","658"
"927","7","0.45","true","7","150","13","28","1","83","719"
"930","7","0.45","true","7","150","13","28","1","75","647"
"929","7","0.45","true","7","150","13","26","1","76","689"
"932","7","0.45","true","7","150","13","29","0","71","633"
"931","7","0.45","true","7","150","13","30","1","75","621"
"933","7","0.45","true","7","150","13","29","1","75","641"
"936","7","0.45","true","7","150","13","21","0","25","210"
"934","7","0.45","true","7","150","13","29","1","78","661"
"935","7","0.45","true","7","150","13","30","1","80","694"
"939","7","0.45","true","7","150","13","26","1","63","567"
"937","7","0.45","true","7","150","13","28","1","79","656"
"940","7","0.45","true","7","150","13","17","0","4","17"
"938","7","0.45","true","7","150","13","28","1","80","699"
"941","7","0.45","true","7","150","13","26","1","83","710"
"944","7","0.45","true","7","150","13","21","0","14","113"
"942","7","0.45","true","7","150","13","29","1","81","763"
"943","7","0.45","true","7","150","13","30","1","75","646"
"945","7","0.45","true","7","150","13","29","1","76","681"
"946","7","0.45","true","7","150","13","30","1","75","634"
"947","7","0.45","true","7","150","13","28","1","79","682"
"948","7","0.45","true","7","150","13","30","1","70","654"
"950","7","0.45","true","7","150","13","28","1","76","698"
"949","7","0.45","true","7","150","13","29","1","74","642"
"951","7","0.45","true","7","150","13","26","0","73","649"
"953","7","0.45","true","7","150","13","32","0","78","677"
"952","7","0.45","true","7","150","13","27","1","79","668"
"954","7","0.45","true","7","150","13","29","0","72","623"
"955","7","0.45","true","7","150","13","28","1","81","707"
"957","7","0.45","true","7","150","13","31","1","71","588"
"956","7","0.45","true","7","150","13","29","0","78","689"
"958","7","0.45","true","7","150","13","27","1","82","703"
"961","7","0.45","true","7","150","13","16","0","4","27"
"959","7","0.45","true","7","150","13","31","1","72","616"
"960","7","0.45","true","7","150","13","32","1","76","640"
"962","7","0.45","true","7","150","13","30","1","78","666"
"963","7","0.45","true","7","150","13","27","1","80","737"
"964","7","0.45","true","7","150","13","26","1","82","691"
"967","7","0.45","true","7","150","13","17","0","4","19"
"966","7","0.45","true","7","150","13","26","1","73","626"
"965","7","0.45","true","7","150","13","32","1","76","676"
"968","7","0.45","true","7","150","13","30","1","72","655"
"969","7","0.45","true","7","150","13","31","1","77","674"
"970","7","0.45","true","7","150","13","35","1","72","600"
"972","7","0.45","true","7","150","13","28","1","76","643"
"971","7","0.45","true","7","150","13","28","1","77","653"
"973","7","0.45","true","7","150","13","30","1","87","779"
"974","7","0.45","true","7","150","13","28","1","86","728"
"975","7","0.45","true","7","150","13","28","0","73","679"
"977","7","0.45","true","7","150","13","25","1","29","257"
"976","7","0.45","true","7","150","13","27","1","67","597"
"978","7","0.45","true","7","150","13","27","1","84","735"
"979","7","0.45","true","7","150","13","29","1","79","662"
"980","7","0.45","true","7","150","13","28","0","84","720"
"981","7","0.45","true","7","150","13","28","1","70","619"
"983","7","0.45","true","7","150","13","28","1","77","645"
"982","7","0.45","true","7","150","13","26","1","80","729"
"984","7","0.45","true","7","150","13","26","1","70","696"
"987","7","0.45","true","7","150","13","27","1","80","690"
"986","7","0.45","true","7","150","13","31","1","84","704"
"985","7","0.45","true","7","150","13","28","1","75","628"
"989","7","0.45","true","7","150","13","26","1","75","671"
"988","7","0.45","true","7","150","13","29","1","72","614"
"990","7","0.45","true","7","150","13","32","1","80","694"
"992","7","0.45","true","7","150","13","28","1","83","695"
"993","7","0.45","true","7","150","13","34","1","73","643"
"994","7","0.45","true","7","150","13","29","1","77","666"
"991","7","0.45","true","7","150","13","26","1","77","692"
"997","7","0.45","true","7","150","13","16","0","2","6"
"995","7","0.45","true","7","150","13","31","1","74","631"
"996","7","0.45","true","7","150","13","27","1","79","668"
"999","7","0.45","true","7","150","13","28","1","83","664"
"998","7","0.45","true","7","150","13","29","1","81","724"
"1001","7","0.5","true","7","150","13","26","1","62","562"
"1000","7","0.45","true","7","150","13","28","1","76","669"
"1004","7","0.5","true","7","150","13","16","0","4","14"
"1002","7","0.5","true","7","150","13","28","1","72","621"
"1005","7","0.5","true","7","150","13","26","1","69","626"
"1003","7","0.5","true","7","150","13","31","1","68","575"
"1006","7","0.5","true","7","150","13","30","0","65","589"
"1007","7","0.5","true","7","150","13","30","1","63","528"
"1008","7","0.5","true","7","150","13","31","1","71","623"
"1010","7","0.5","true","7","150","13","31","1","73","567"
"1011","7","0.5","true","7","150","13","30","1","66","573"
"1009","7","0.5","true","7","150","13","28","1","66","553"
"1012","7","0.5","true","7","150","13","29","1","65","573"
"1013","7","0.5","true","7","150","13","27","1","66","601"
"1016","7","0.5","true","7","150","13","16","0","3","18"
"1014","7","0.5","true","7","150","13","26","1","69","606"
"1015","7","0.5","true","7","150","13","28","1","63","539"
"1017","7","0.5","true","7","150","13","27","0","68","585"
"1018","7","0.5","true","7","150","13","28","0","47","414"
"1019","7","0.5","true","7","150","13","28","1","67","558"
"1021","7","0.5","true","7","150","13","27","1","72","626"
"1022","7","0.5","true","7","150","13","27","0","41","366"
"1020","7","0.5","true","7","150","13","27","1","67","575"
"1023","7","0.5","true","7","150","13","28","1","67","594"
"1024","7","0.5","true","7","150","13","30","1","77","637"
"1025","7","0.5","true","7","150","13","31","0","67","584"
"1026","7","0.5","true","7","150","13","27","1","62","511"
"1027","7","0.5","true","7","150","13","31","1","63","553"
"1028","7","0.5","true","7","150","13","32","0","73","588"
"1029","7","0.5","true","7","150","13","29","1","72","609"
"1031","7","0.5","true","7","150","13","27","1","72","641"
"1032","7","0.5","true","7","150","13","29","1","69","580"
"1030","7","0.5","true","7","150","13","29","1","68","571"
"1034","7","0.5","true","7","150","13","28","1","65","585"
